Report Information
Report ID,terminal_report_1765550187702
Report Name,"Terminal Output Report (12/12/2025, 8:06:27 PM)"
Description,Generated from current terminal session with 103 requests
Version,1.0.0
Author,UDS Simulator
Tags,"terminal, live-session"

Summary Statistics
Total Requests,103
Total Responses,103
Successful Responses,81
Negative Responses (NRC),22
Success Rate (%),78.64
Test Duration,1m 42s
Start Time,"12/6/2024, 9:16:40 PM"
End Time,"12/6/2024, 9:18:22 PM"

NRC Breakdown
NRC Code,Description,Count,Percentage (%)
0x7E,Sub-Function Not Supported In Active Session,6,27.27
0x12,Sub-Function Not Supported,11,50.00
0x13,Incorrect Message Length,5,22.73


Test Log (Detailed Request/Response Data)
Index,Timestamp,Request SID,Request SubFunction,Request Data,Request Description,Response SID,Response Data,Response Status,NRC Code,NRC Description,Duration (ms)
47,"12/6/2024, 9:17:26 PM",0x10,0x03,,[SETUP] Re-enter Extended Session,0x10,50 03 00 64 01 F4,Success,,,32050058728.00
48,"12/6/2024, 9:17:27 PM",0x11,0x83,,TC-05.3: Soft Reset with suppress (0x83) - No response expected,0x11,,Success,,,32050058875.00
49,"12/6/2024, 9:17:28 PM",0x10,0x01,,[SETUP] Return to Default,0x10,50 01 00 32 01 F4,Success,,,32050058950.00
50,"12/6/2024, 9:17:29 PM",0x11,0x84,32,TC-05.4: Enable RPS with suppress (0x84) - No response expected,0x11,,Success,,,32050059103.00
51,"12/6/2024, 9:17:30 PM",0x10,0x04,,[SETUP] Enter Safety Session for NRC test,0x10,50 04 00 32 01 F4,Success,,,32050059185.00
52,"12/6/2024, 9:17:31 PM",0x11,0x81,,TC-05.5: Suppress + Safety = Still returns NRC 0x7E (NRCs not suppressed),0x11,7F 11 7E,NRC,0x7E,Sub-Function Not Supported In Active Session,32050059328.00
53,"12/6/2024, 9:17:32 PM",0x10,0x01,,[SETUP] Return to Default Session,0x10,50 01 00 32 01 F4,Success,,,32050059405.00
54,"12/6/2024, 9:17:33 PM",0x10,0x03,,=== CATEGORY 6: POST-RESET BEHAVIOR VERIFICATION ===,0x10,50 03 00 64 01 F4,Success,,,32050059508.00
55,"12/6/2024, 9:17:34 PM",0x11,0x01,,TC-06.1: Hard Reset returns to Default Session,0x11,51 01,Success,,,32050059805.00
56,"12/6/2024, 9:17:35 PM",0x10,0x01,,TC-06.1-VERIFY: Confirm Default Session active,0x10,50 01 00 32 01 F4,Success,,,32050059933.00
57,"12/6/2024, 9:17:36 PM",0x10,0x03,,[SETUP] Enter Extended Session,0x10,50 03 00 64 01 F4,Success,,,32050060065.00
58,"12/6/2024, 9:17:37 PM",0x11,0x02,,TC-06.2: Key Off/On Reset returns to Default Session,0x11,51 02,Success,,,32050060502.00
59,"12/6/2024, 9:17:38 PM",0x10,0x01,,TC-06.2-VERIFY: Confirm Default Session active,0x10,50 01 00 32 01 F4,Success,,,32050060628.00
60,"12/6/2024, 9:17:39 PM",0x10,0x03,,[SETUP] Enter Extended Session,0x10,50 03 00 64 01 F4,Success,,,32050060775.00
61,"12/6/2024, 9:17:40 PM",0x11,0x03,,TC-06.3: Soft Reset (may preserve session - implementation dependent),0x11,51 03,Success,,,32050061002.00
62,"12/6/2024, 9:17:41 PM",0x10,0x01,,[SETUP] Ensure Default Session,0x10,50 01 00 32 01 F4,Success,,,32050061165.00
63,"12/6/2024, 9:17:42 PM",0x10,0x01,,=== CATEGORY 7: SERVICE INTERACTION WORKFLOWS ===,0x10,50 01 00 32 01 F4,Success,,,32050061323.00
64,"12/6/2024, 9:17:43 PM",0x10,0x03,,TC-07.1a: Enter Extended Session,0x10,50 03 00 64 01 F4,Success,,,32050061585.00
65,"12/6/2024, 9:17:44 PM",0x11,0x01,,TC-07.1b: Hard Reset to clear diagnostic state,0x11,51 01,Success,,,32050061983.00
66,"12/6/2024, 9:17:45 PM",0x10,0x03,,TC-07.2a: Enter Extended Session for config update,0x10,50 03 00 64 01 F4,Success,,,32050062196.00
67,"12/6/2024, 9:17:46 PM",0x11,0x02,,TC-07.2b: Key Off/On to apply configuration changes,0x11,51 02,Success,,,32050062668.00
68,"12/6/2024, 9:17:47 PM",0x10,0x03,,TC-07.3a: Extended Session for quick recovery,0x10,50 03 00 64 01 F4,Success,,,32050062819.00
69,"12/6/2024, 9:17:48 PM",0x11,0x03,,TC-07.3b: Soft Reset for quick error recovery,0x11,51 03,Success,,,32050063098.00
70,"12/6/2024, 9:17:49 PM",0x10,0x01,,=== CATEGORY 8: RAPID POWER SHUTDOWN TESTS ===,0x10,50 01 00 32 01 F4,Success,,,32050063406.00
71,"12/6/2024, 9:17:50 PM",0x11,0x04,00,TC-08.1: Enable RPS 0ms (immediate shutdown),0x11,51 04 00,Success,,,32050063672.00
72,"12/6/2024, 9:17:51 PM",0x11,0x04,0A,TC-08.2: Enable RPS 100ms (0x0A),0x11,51 04 0A,Success,,,32050063965.00
73,"12/6/2024, 9:17:52 PM",0x11,0x04,32,TC-08.3: Enable RPS 500ms (0x32),0x11,51 04 32,Success,,,32050064251.00
74,"12/6/2024, 9:17:53 PM",0x11,0x04,64,TC-08.4: Enable RPS 1000ms (0x64),0x11,51 04 64,Success,,,32050064538.00
75,"12/6/2024, 9:17:54 PM",0x11,0x04,FF,TC-08.5: Enable RPS 2550ms max (0xFF),0x11,51 04 FF,Success,,,32050064805.00
76,"12/6/2024, 9:17:55 PM",0x11,0x05,,TC-08.6: Disable RPS - restore normal shutdown,0x11,51 05,Success,,,32050065149.00
77,"12/6/2024, 9:17:56 PM",0x11,0x04,32,TC-08.7a: Enable RPS 500ms,0x11,51 04 32,Success,,,32050065513.00
78,"12/6/2024, 9:17:57 PM",0x11,0x05,,TC-08.7b: Disable RPS - verify toggle cycle works,0x11,51 05,Success,,,32050065842.00
79,"12/6/2024, 9:17:58 PM",0x10,0x01,,=== CATEGORY 9: RPS SESSION TESTS ===,0x10,50 01 00 32 01 F4,Success,,,32050066139.00
80,"12/6/2024, 9:17:59 PM",0x10,0x03,,[SETUP] Enter Extended Session for RPS session test,0x10,50 03 00 64 01 F4,Success,,,32050066331.00
81,"12/6/2024, 9:18:00 PM",0x11,0x04,32,TC-09.1: Enable RPS in Extended Session - should work,0x11,51 04 32,Success,,,32050066599.00
82,"12/6/2024, 9:18:01 PM",0x11,0x05,,TC-09.2: Disable RPS in Extended Session - should work,0x11,51 05,Success,,,32050066864.00
83,"12/6/2024, 9:18:02 PM",0x10,0x01,,[SETUP] Return to Default Session,0x10,50 01 00 32 01 F4,Success,,,32050067010.00
84,"12/6/2024, 9:18:03 PM",0x10,0x04,,[SETUP] Enter Safety Session,0x10,50 04 00 32 01 F4,Success,,,32050067174.00
85,"12/6/2024, 9:18:04 PM",0x11,0x04,32,TC-09.3: Enable RPS in Safety Session - now works (fixed),0x11,51 04 32,Success,,,32050067587.00
86,"12/6/2024, 9:18:05 PM",0x11,0x05,,TC-09.4: Disable RPS in Safety Session - now works (fixed),0x11,51 05,Success,,,32050067821.00
87,"12/6/2024, 9:18:06 PM",0x10,0x01,,[SETUP] Return to Default Session,0x10,50 01 00 32 01 F4,Success,,,32050067964.00
88,"12/6/2024, 9:18:07 PM",0x10,0x01,,=== CATEGORY 10: ERROR RECOVERY SCENARIOS ===,0x10,50 01 00 32 01 F4,Success,,,32050068110.00
89,"12/6/2024, 9:18:08 PM",0x10,0x04,,TC-10.1a: Enter Safety Session (reset blocked state),0x10,50 04 00 32 01 F4,Success,,,32050068305.00
90,"12/6/2024, 9:18:09 PM",0x11,0x01,,TC-10.1b: Attempt Hard Reset - expect NRC 0x7E,0x11,7F 11 7E,NRC,0x7E,Sub-Function Not Supported In Active Session,32050068453.00
91,"12/6/2024, 9:18:10 PM",0x10,0x01,,TC-10.1c: RECOVERY - Return to Default Session,0x10,50 01 00 32 01 F4,Success,,,32050068596.00
92,"12/6/2024, 9:18:11 PM",0x10,0x03,,TC-10.1d: Enter Extended Session,0x10,50 03 00 64 01 F4,Success,,,32050068821.00
93,"12/6/2024, 9:18:12 PM",0x11,0x01,,TC-10.1e: RETRY - Hard Reset now succeeds,0x11,51 01,Success,,,32050069313.00
94,"12/6/2024, 9:18:13 PM",0x10,0x01,,=== CATEGORY 11: COMPREHENSIVE WORKFLOW (Post-Programming Pattern) ===,0x10,50 01 00 32 01 F4,Success,,,32050069485.00
95,"12/6/2024, 9:18:14 PM",0x10,0x02,,TC-11.1: Enter Programming Session,0x10,50 02 00 32 01 F4,Success,,,32050069669.00
96,"12/6/2024, 9:18:15 PM",0x11,0x01,,TC-11.2: Hard Reset after programming - activate new software,0x11,51 01,Success,,,32050070069.00
97,"12/6/2024, 9:18:16 PM",0x10,0x01,,TC-11.3-VERIFY: Confirm Default Session (post-reset),0x10,50 01 00 32 01 F4,Success,,,32050070251.00
98,"12/6/2024, 9:18:17 PM",0x10,0x01,,=== CATEGORY 12: FINAL VALIDATION ===,0x10,50 01 00 32 01 F4,Success,,,32050070465.00
99,"12/6/2024, 9:18:18 PM",0x10,0x03,,TC-12.1: Final Extended Session entry,0x10,50 03 00 64 01 F4,Success,,,32050070749.00
100,"12/6/2024, 9:18:19 PM",0x11,0x01,,TC-12.2: Final Hard Reset - clean state,0x11,51 01,Success,,,32050071197.00
101,"12/6/2024, 9:18:20 PM",0x10,0x01,,TC-12.3: Verify Default Session,0x10,50 01 00 32 01 F4,Success,,,32050071434.00
102,"12/6/2024, 9:18:21 PM",0x11,0x04,32,TC-12.4: Verify RPS still works in Default,0x11,51 04 32,Success,,,32050071627.00
103,"12/6/2024, 9:18:22 PM",0x11,0x05,,TC-12.5: Disable RPS - Test Complete,0x11,51 05,Success,,,32050071868.00
