Report Information
Report ID,terminal_report_1765480336566
Report Name,"Terminal Output Report (12/12/2025, 12:42:16 AM)"
Description,Generated from current terminal session with 194 requests
Version,1.0.0
Author,UDS Simulator
Tags,"terminal, live-session"

Summary Statistics
Total Requests,194
Total Responses,194
Successful Responses,170
Negative Responses (NRC),24
Success Rate (%),87.63
Test Duration,3m 13s
Start Time,"12/18/2024, 11:03:20 AM"
End Time,"12/18/2024, 11:06:33 AM"

NRC Breakdown
NRC Code,Description,Count,Percentage (%)
0x70,Upload/Download Not Accepted,2,8.33
0x33,Security Access Denied,1,4.17
0x13,Incorrect Message Length,8,33.33
0x31,Request Out of Range,8,33.33
0x22,Conditions Not Correct,2,8.33
0x24,Request Sequence Error,3,12.50


Test Log (Detailed Request/Response Data)
Index,Timestamp,Request SID,Request SubFunction,Request Data,Request Description,Response SID,Response Data,Response Status,NRC Code,NRC Description,Duration (ms)
11,"12/18/2024, 11:03:30 AM",0x27,0x01,,TC-04.2: Request seed for security access,0x27,67 01 12 34 56 78,Success,,,30980101962.00
12,"12/18/2024, 11:03:31 AM",0x27,0x02,B7 6E A6 77,TC-04.3: Send key to unlock security - Expect positive response 0x67,0x27,67 02,Success,,,30980102001.00
13,"12/18/2024, 11:03:32 AM",0x35,,00 44 00 10 00 00 00 00 10 00,"TC-04.4: Valid Upload - ALFID 0x44 (4+4 byte), DFI 0x00, Addr 0x00100000 (Calibration Public), Size 0x1000 - Expect Success 0x75",0x35,75 20 10 00,Success,,,30980102040.00
14,"12/18/2024, 11:03:33 AM",0x37,,,TC-04.5: Transfer Exit (0x37) to complete upload sequence - Expect 0x77,0x37,77,Success,,,30980102083.00
15,"12/18/2024, 11:03:34 AM",0x10,0x01,,[SETUP] Reset to Default for TC-05,0x10,50 01 00 32 01 F4,Success,,,30980102129.00
16,"12/18/2024, 11:03:35 AM",0x10,0x02,,TC-05.1: Switch to PROGRAMMING session,0x10,50 02 00 32 01 F4,Success,,,30980102169.00
17,"12/18/2024, 11:03:36 AM",0x27,0x01,,TC-05.2: Request seed,0x27,67 01 12 34 56 78,Success,,,30980102215.00
18,"12/18/2024, 11:03:37 AM",0x27,0x02,B7 6E A6 77,TC-05.3: Send key,0x27,67 02,Success,,,30980102257.00
19,"12/18/2024, 11:03:38 AM",0x35,,00 33 10 00 00 00 10 00,"TC-05.4: Valid Upload - ALFID 0x33 (3+3 byte), Addr 0x100000, Size 0x1000 - Expect Success 0x75",0x35,75 20 10 00,Success,,,30980102317.00
20,"12/18/2024, 11:03:39 AM",0x37,,,TC-05.5: Transfer Exit,0x37,77,Success,,,30980102374.00
21,"12/18/2024, 11:03:40 AM",0x10,0x01,,[SETUP] Reset to Default for TC-06,0x10,50 01 00 32 01 F4,Success,,,30980102429.00
22,"12/18/2024, 11:03:41 AM",0x10,0x02,,TC-06.1: Switch to PROGRAMMING session,0x10,50 02 00 32 01 F4,Success,,,30980102483.00
23,"12/18/2024, 11:03:42 AM",0x27,0x01,,TC-06.2: Request seed,0x27,67 01 12 34 56 78,Success,,,30980102540.00
24,"12/18/2024, 11:03:43 AM",0x27,0x02,B7 6E A6 77,TC-06.3: Send key,0x27,67 02,Success,,,30980102598.00
25,"12/18/2024, 11:03:44 AM",0x35,,00 22 10 00 10 00,"TC-06.4: Valid Upload - ALFID 0x22 (2+2 byte), Addr 0x1000, Size 0x1000 - Expect Success 0x75",0x35,75 20 10 00,Success,,,30980102693.00
26,"12/18/2024, 11:03:45 AM",0x37,,,TC-06.5: Transfer Exit,0x37,77,Success,,,30980102753.00
27,"12/18/2024, 11:03:46 AM",0x10,0x01,,[SETUP] Reset to Default for TC-07,0x10,50 01 00 32 01 F4,Success,,,30980102817.00
28,"12/18/2024, 11:03:47 AM",0x10,0x02,,TC-07.1: Switch to PROGRAMMING session,0x10,50 02 00 32 01 F4,Success,,,30980102886.00
29,"12/18/2024, 11:03:48 AM",0x27,0x01,,TC-07.2: Request seed,0x27,67 01 12 34 56 78,Success,,,30980102952.00
30,"12/18/2024, 11:03:49 AM",0x27,0x02,B7 6E A6 77,TC-07.3: Send key,0x27,67 02,Success,,,30980103009.00
31,"12/18/2024, 11:03:50 AM",0x35,,10 44 00 10 00 00 00 00 20 00,"TC-07.4: Valid Upload with Compression - DFI 0x10 (compression method 1), ALFID 0x44, Addr 0x00100000, Size 0x2000 - Expect Success 0x75",0x35,75 20 10 00,Success,,,30980103075.00
32,"12/18/2024, 11:03:51 AM",0x37,,,TC-07.5: Transfer Exit,0x37,77,Success,,,30980103139.00
33,"12/18/2024, 11:03:52 AM",0x10,0x01,,[SETUP] Reset to Default for TC-08,0x10,50 01 00 32 01 F4,Success,,,30980103215.00
34,"12/18/2024, 11:03:53 AM",0x10,0x02,,TC-08.1: Switch to PROGRAMMING session,0x10,50 02 00 32 01 F4,Success,,,30980103279.00
35,"12/18/2024, 11:03:54 AM",0x27,0x01,,TC-08.2: Request seed,0x27,67 01 12 34 56 78,Success,,,30980103347.00
36,"12/18/2024, 11:03:55 AM",0x27,0x02,B7 6E A6 77,TC-08.3: Send key,0x27,67 02,Success,,,30980103419.00
37,"12/18/2024, 11:03:56 AM",0x35,,01 44 00 10 00 00 00 00 10 00,"TC-08.4: Valid Upload with Encryption - DFI 0x01 (encryption method 1, AES), Addr 0x00100000, Size 0x1000 - Expect Success 0x75",0x35,75 20 10 00,Success,,,30980103490.00
38,"12/18/2024, 11:03:57 AM",0x37,,,TC-08.5: Transfer Exit,0x37,77,Success,,,30980103564.00
39,"12/18/2024, 11:03:58 AM",0x10,0x01,,[SETUP] Reset to Default for TC-09,0x10,50 01 00 32 01 F4,Success,,,30980103639.00
40,"12/18/2024, 11:03:59 AM",0x10,0x02,,TC-09.1: Switch to PROGRAMMING session,0x10,50 02 00 32 01 F4,Success,,,30980103714.00
41,"12/18/2024, 11:04:00 AM",0x27,0x01,,TC-09.2: Request seed,0x27,67 01 12 34 56 78,Success,,,30980103789.00
42,"12/18/2024, 11:04:01 AM",0x27,0x02,B7 6E A6 77,TC-09.3: Send key,0x27,67 02,Success,,,30980103867.00
43,"12/18/2024, 11:04:02 AM",0x35,,11 44 00 10 00 00 00 00 20 00,"TC-09.4: Valid Upload with Compression+Encryption - DFI 0x11 (compression + encryption), Addr 0x00100000, Size 0x2000 - Expect Success 0x75",0x35,75 20 10 00,Success,,,30980103960.00
44,"12/18/2024, 11:04:03 AM",0x37,,,TC-09.5: Transfer Exit,0x37,77,Success,,,30980104040.00
45,"12/18/2024, 11:04:04 AM",0x10,0x01,,[SETUP] Reset to Default for TC-10,0x10,50 01 00 32 01 F4,Success,,,30980104129.00
46,"12/18/2024, 11:04:05 AM",0x10,0x02,,TC-10.1: Switch to PROGRAMMING session,0x10,50 02 00 32 01 F4,Success,,,30980104220.00
47,"12/18/2024, 11:04:06 AM",0x27,0x01,,TC-10.2: Request seed,0x27,67 01 12 34 56 78,Success,,,30980104311.00
48,"12/18/2024, 11:04:07 AM",0x27,0x02,B7 6E A6 77,TC-10.3: Send key,0x27,67 02,Success,,,30980104391.00
49,"12/18/2024, 11:04:08 AM",0x35,,00 44 00 10,"TC-10.4: Message Length - Insufficient bytes (ALFID 0x44 expects 8 param bytes, only 2 provided) - Expect NRC 0x13",0x35,7F 35 13,NRC,0x13,Incorrect Message Length,30980104481.00
50,"12/18/2024, 11:04:09 AM",0x10,0x01,,[SETUP] Reset to Default for TC-11,0x10,50 01 00 32 01 F4,Success,,,30980104576.00
51,"12/18/2024, 11:04:10 AM",0x10,0x02,,TC-11.1: Switch to PROGRAMMING session,0x10,50 02 00 32 01 F4,Success,,,30980104697.00
52,"12/18/2024, 11:04:11 AM",0x27,0x01,,TC-11.2: Request seed,0x27,67 01 12 34 56 78,Success,,,30980104795.00
53,"12/18/2024, 11:04:12 AM",0x27,0x02,B7 6E A6 77,TC-11.3: Send key,0x27,67 02,Success,,,30980104895.00
54,"12/18/2024, 11:04:13 AM",0x35,,00 40,"TC-11.4: Message Length - Invalid ALFID 0x40 (memorySizeLength=4, memoryAddressLength=0 invalid) - Expect NRC 0x31",0x35,7F 35 13,NRC,0x13,Incorrect Message Length,30980104989.00
55,"12/18/2024, 11:04:14 AM",0x10,0x01,,[SETUP] Reset to Default for TC-12,0x10,50 01 00 32 01 F4,Success,,,30980105085.00
56,"12/18/2024, 11:04:15 AM",0x10,0x02,,TC-12.1: Switch to PROGRAMMING session,0x10,50 02 00 32 01 F4,Success,,,30980105185.00
57,"12/18/2024, 11:04:16 AM",0x27,0x01,,TC-12.2: Request seed,0x27,67 01 12 34 56 78,Success,,,30980105290.00
58,"12/18/2024, 11:04:17 AM",0x27,0x02,B7 6E A6 77,TC-12.3: Send key,0x27,67 02,Success,,,30980105392.00
59,"12/18/2024, 11:04:18 AM",0x35,,00 04,"TC-12.4: Message Length - Invalid ALFID 0x04 (memorySizeLength=0 invalid, memoryAddressLength=4) - Expect NRC 0x31",0x35,7F 35 13,NRC,0x13,Incorrect Message Length,30980105489.00
60,"12/18/2024, 11:04:19 AM",0x10,0x01,,[SETUP] Reset to Default for TC-13,0x10,50 01 00 32 01 F4,Success,,,30980105592.00
61,"12/18/2024, 11:04:20 AM",0x10,0x02,,TC-13.1: Switch to PROGRAMMING session,0x10,50 02 00 32 01 F4,Success,,,30980105711.00
62,"12/18/2024, 11:04:21 AM",0x27,0x01,,TC-13.2: Request seed,0x27,67 01 12 34 56 78,Success,,,30980105828.00
63,"12/18/2024, 11:04:22 AM",0x27,0x02,B7 6E A6 77,TC-13.3: Send key,0x27,67 02,Success,,,30980105945.00
64,"12/18/2024, 11:04:23 AM",0x35,,00,"TC-13.4: Message Length - Minimum message violation (only DFI, no ALFID) - Expect NRC 0x13",0x35,7F 35 13,NRC,0x13,Incorrect Message Length,30980106058.00
65,"12/18/2024, 11:04:24 AM",0x10,0x01,,[SETUP] Reset to Default for TC-14,0x10,50 01 00 32 01 F4,Success,,,30980106169.00
66,"12/18/2024, 11:04:25 AM",0x10,0x02,,TC-14.1: Switch to PROGRAMMING session,0x10,50 02 00 32 01 F4,Success,,,30980106294.00
67,"12/18/2024, 11:04:26 AM",0x27,0x01,,TC-14.2: Request seed,0x27,67 01 12 34 56 78,Success,,,30980106414.00
68,"12/18/2024, 11:04:27 AM",0x27,0x02,B7 6E A6 77,TC-14.3: Send key,0x27,67 02,Success,,,30980106530.00
69,"12/18/2024, 11:04:28 AM",0x35,,,"TC-14.4: Message Length - Empty data array (no DFI, no ALFID) - Expect NRC 0x13",0x35,7F 35 13,NRC,0x13,Incorrect Message Length,30980106710.00
70,"12/18/2024, 11:04:29 AM",0x10,0x01,,[SETUP] Reset to Default for TC-15,0x10,50 01 00 32 01 F4,Success,,,30980106825.00
71,"12/18/2024, 11:04:30 AM",0x10,0x02,,TC-15.1: Switch to PROGRAMMING session,0x10,50 02 00 32 01 F4,Success,,,30980106945.00
72,"12/18/2024, 11:04:31 AM",0x27,0x01,,TC-15.2: Request seed,0x27,67 01 12 34 56 78,Success,,,30980107078.00
73,"12/18/2024, 11:04:32 AM",0x27,0x02,B7 6E A6 77,TC-15.3: Send key,0x27,67 02,Success,,,30980107199.00
74,"12/18/2024, 11:04:33 AM",0x35,,00 44 FF FF 00 00 00 00 10 00,TC-15.4: Memory Validation - Invalid address 0xFFFF0000 (outside all memory regions) - Expect NRC 0x31,0x35,7F 35 31,NRC,0x31,Request Out of Range,30980107328.00
75,"12/18/2024, 11:04:34 AM",0x10,0x01,,[SETUP] Reset to Default for TC-16,0x10,50 01 00 32 01 F4,Success,,,30980107461.00
76,"12/18/2024, 11:04:35 AM",0x10,0x02,,TC-16.1: Switch to PROGRAMMING session,0x10,50 02 00 32 01 F4,Success,,,30980107599.00
77,"12/18/2024, 11:04:36 AM",0x27,0x01,,TC-16.2: Request seed,0x27,67 01 12 34 56 78,Success,,,30980107737.00
78,"12/18/2024, 11:04:37 AM",0x27,0x02,B7 6E A6 77,TC-16.3: Send key,0x27,67 02,Success,,,30980107866.00
79,"12/18/2024, 11:04:38 AM",0x35,,00 44 00 40 00 00 00 00 01 00,TC-16.4: Memory Validation - Protected bootloader region at 0x00400000 (protected=true) - Expect NRC 0x31,0x35,7F 35 31,NRC,0x31,Request Out of Range,30980108007.00
80,"12/18/2024, 11:04:39 AM",0x10,0x01,,[SETUP] Reset to Default for TC-17,0x10,50 01 00 32 01 F4,Success,,,30980108133.00
81,"12/18/2024, 11:04:40 AM",0x10,0x02,,TC-17.1: Switch to PROGRAMMING session,0x10,50 02 00 32 01 F4,Success,,,30980108271.00
82,"12/18/2024, 11:04:41 AM",0x27,0x01,,TC-17.2: Request seed,0x27,67 01 12 34 56 78,Success,,,30980108423.00
83,"12/18/2024, 11:04:42 AM",0x27,0x02,B7 6E A6 77,TC-17.3: Send key,0x27,67 02,Success,,,30980108565.00
84,"12/18/2024, 11:04:43 AM",0x35,,00 44 00 50 00 00 00 00 01 00,TC-17.4: Memory Validation - Non-accessible region at 0x00500000 (accessible=false) - Expect NRC 0x31,0x35,7F 35 31,NRC,0x31,Request Out of Range,30980108740.00
85,"12/18/2024, 11:04:44 AM",0x10,0x01,,[SETUP] Reset to Default for TC-18,0x10,50 01 00 32 01 F4,Success,,,30980108864.00
86,"12/18/2024, 11:04:45 AM",0x10,0x02,,TC-18.1: Switch to PROGRAMMING session,0x10,50 02 00 32 01 F4,Success,,,30980108989.00
87,"12/18/2024, 11:04:46 AM",0x27,0x01,,TC-18.2: Request seed,0x27,67 01 12 34 56 78,Success,,,30980109125.00
88,"12/18/2024, 11:04:47 AM",0x27,0x02,B7 6E A6 77,TC-18.3: Send key,0x27,67 02,Success,,,30980109265.00
89,"12/18/2024, 11:04:48 AM",0x35,,00 44 00 10 00 00 00 FF 00 00,TC-18.4: Memory Validation - Size 0x00FF0000 exceeds Calibration Public region boundary - Expect NRC 0x31,0x35,7F 35 31,NRC,0x31,Request Out of Range,30980109394.00
90,"12/18/2024, 11:04:49 AM",0x10,0x01,,[SETUP] Reset to Default for TC-19,0x10,50 01 00 32 01 F4,Success,,,30980109541.00
91,"12/18/2024, 11:04:50 AM",0x10,0x02,,TC-19.1: Switch to PROGRAMMING session,0x10,50 02 00 32 01 F4,Success,,,30980109738.00
92,"12/18/2024, 11:04:51 AM",0x27,0x01,,TC-19.2: Request seed,0x27,67 01 12 34 56 78,Success,,,30980109879.00
93,"12/18/2024, 11:04:52 AM",0x27,0x02,B7 6E A6 77,TC-19.3: Send key,0x27,67 02,Success,,,30980110035.00
94,"12/18/2024, 11:04:53 AM",0x35,,00 44 00 10 00 00 00 00 00 00,TC-19.4: Memory Validation - Zero memory size (size=0x00000000) - Expect NRC 0x31,0x35,7F 35 31,NRC,0x31,Request Out of Range,30980110206.00
95,"12/18/2024, 11:04:54 AM",0x10,0x01,,[SETUP] Reset to Default for TC-20,0x10,50 01 00 32 01 F4,Success,,,30980110357.00
96,"12/18/2024, 11:04:55 AM",0x10,0x02,,TC-20.1: Switch to PROGRAMMING session,0x10,50 02 00 32 01 F4,Success,,,30980110519.00
97,"12/18/2024, 11:04:56 AM",0x27,0x01,,TC-20.2: Request seed,0x27,67 01 12 34 56 78,Success,,,30980110737.00
98,"12/18/2024, 11:04:57 AM",0x27,0x02,B7 6E A6 77,TC-20.3: Send key,0x27,67 02,Success,,,30980110884.00
99,"12/18/2024, 11:04:58 AM",0x35,,00 44 00 10 00 00 00 00 10 00,TC-20.4: State Conflict - First Request Upload - Expect Success 0x75,0x35,75 20 10 00,Success,,,30980111276.00
100,"12/18/2024, 11:04:59 AM",0x35,,00 44 00 10 10 00 00 00 10 00,TC-20.5: State Conflict - Second Request Upload while first active - Expect NRC 0x22 (Conditions Not Correct),0x35,7F 35 22,NRC,0x22,Conditions Not Correct,30980111412.00
101,"12/18/2024, 11:05:00 AM",0x37,,,TC-20.6: Transfer Exit to clean up upload state,0x37,77,Success,,,30980111579.00
102,"12/18/2024, 11:05:01 AM",0x10,0x01,,[SETUP] Reset to Default for TC-21,0x10,50 01 00 32 01 F4,Success,,,30980111757.00
103,"12/18/2024, 11:05:02 AM",0x10,0x02,,TC-21.1: Switch to PROGRAMMING session,0x10,50 02 00 32 01 F4,Success,,,30980111885.00
104,"12/18/2024, 11:05:03 AM",0x27,0x01,,TC-21.2: Request seed,0x27,67 01 12 34 56 78,Success,,,30980112050.00
105,"12/18/2024, 11:05:04 AM",0x27,0x02,B7 6E A6 77,TC-21.3: Send key,0x27,67 02,Success,,,30980112235.00
106,"12/18/2024, 11:05:05 AM",0x34,,00 44 00 10 00 00 00 00 10 00,TC-21.4: State Conflict - Start Request Download (0x34) first to set downloadInProgress=true,0x34,74 20 10 00,Success,,,30980112396.00
107,"12/18/2024, 11:05:06 AM",0x35,,00 44 00 10 00 00 00 00 10 00,TC-21.5: State Conflict - Request Upload while download active - Expect NRC 0x22,0x35,7F 35 22,NRC,0x22,Conditions Not Correct,30980112571.00
108,"12/18/2024, 11:05:07 AM",0x37,,,TC-21.6: Transfer Exit to clean up download state,0x37,77,Success,,,30980112750.00
109,"12/18/2024, 11:05:08 AM",0x10,0x01,,[SETUP] Reset to Default for TC-22,0x10,50 01 00 32 01 F4,Success,,,30980112903.00
110,"12/18/2024, 11:05:09 AM",0x10,0x02,,TC-22.1: Switch to PROGRAMMING session,0x10,50 02 00 32 01 F4,Success,,,30980113044.00
111,"12/18/2024, 11:05:10 AM",0x27,0x01,,TC-22.2: Request seed,0x27,67 01 12 34 56 78,Success,,,30980113187.00
112,"12/18/2024, 11:05:11 AM",0x27,0x02,B7 6E A6 77,TC-22.3: Send key,0x27,67 02,Success,,,30980113368.00
113,"12/18/2024, 11:05:12 AM",0x35,,00 44 00 00 10 00 00 00 10 00,"TC-22.4: Valid Upload - Flash Code region at 0x00001000 (accessible, writable, security level 1) - Expect Success 0x75",0x35,75 20 10 00,Success,,,30980113548.00
114,"12/18/2024, 11:05:13 AM",0x37,,,TC-22.5: Transfer Exit,0x37,77,Success,,,30980113770.00
115,"12/18/2024, 11:05:14 AM",0x10,0x01,,[SETUP] Reset to Default for TC-23,0x10,50 01 00 32 01 F4,Success,,,30980114012.00
116,"12/18/2024, 11:05:15 AM",0x10,0x02,,TC-23.1: Switch to PROGRAMMING session,0x10,50 02 00 32 01 F4,Success,,,30980114144.00
117,"12/18/2024, 11:05:16 AM",0x27,0x01,,TC-23.2: Request seed,0x27,67 01 12 34 56 78,Success,,,30980114343.00
118,"12/18/2024, 11:05:17 AM",0x27,0x02,B7 6E A6 77,TC-23.3: Send key,0x27,67 02,Success,,,30980114539.00
119,"12/18/2024, 11:05:18 AM",0x35,,00 44 00 20 00 00 00 00 20 00,"TC-23.4: Valid Upload - OEM Calibration region at 0x00200000, Size 0x2000 - Expect Success 0x75",0x35,75 20 10 00,Success,,,30980114766.00
120,"12/18/2024, 11:05:19 AM",0x37,,,TC-23.5: Transfer Exit,0x37,77,Success,,,30980114911.00
121,"12/18/2024, 11:05:20 AM",0x10,0x01,,[SETUP] Reset to Default for TC-24,0x10,50 01 00 32 01 F4,Success,,,30980115064.00
122,"12/18/2024, 11:05:21 AM",0x10,0x02,,TC-24.1: Switch to PROGRAMMING session,0x10,50 02 00 32 01 F4,Success,,,30980115213.00
123,"12/18/2024, 11:05:22 AM",0x27,0x01,,TC-24.2: Request seed,0x27,67 01 12 34 56 78,Success,,,30980115357.00
124,"12/18/2024, 11:05:23 AM",0x27,0x02,B7 6E A6 77,TC-24.3: Send key,0x27,67 02,Success,,,30980115490.00
125,"12/18/2024, 11:05:24 AM",0x35,,00 44 00 10 00 00 00 00 10 00,TC-24.4: Service Interaction - Request Upload initiates sequence - Expect Success 0x75,0x35,75 20 10 00,Success,,,30980115769.00
126,"12/18/2024, 11:05:25 AM",0x36,0x01,,TC-24.5: Service Interaction - Transfer Data (0x36) block 1 - Expect 0x76 + data,0x36,7F 36 13,NRC,0x13,Incorrect Message Length,30980115918.00
127,"12/18/2024, 11:05:26 AM",0x36,0x02,,TC-24.6: Service Interaction - Transfer Data (0x36) block 2 - Expect 0x76 + data,0x36,7F 36 13,NRC,0x13,Incorrect Message Length,30980116063.00
128,"12/18/2024, 11:05:27 AM",0x37,,,TC-24.7: Service Interaction - Request Transfer Exit (0x37) finalizes - Expect 0x77,0x37,77,Success,,,30980116271.00
129,"12/18/2024, 11:05:28 AM",0x10,0x01,,[SETUP] Reset to Default for TC-25,0x10,50 01 00 32 01 F4,Success,,,30980116493.00
130,"12/18/2024, 11:05:29 AM",0x10,0x02,,TC-25.1: Switch to PROGRAMMING session,0x10,50 02 00 32 01 F4,Success,,,30980116772.00
131,"12/18/2024, 11:05:30 AM",0x27,0x01,,TC-25.2: Request seed,0x27,67 01 12 34 56 78,Success,,,30980116944.00
132,"12/18/2024, 11:05:31 AM",0x27,0x02,B7 6E A6 77,TC-25.3: Send key,0x27,67 02,Success,,,30980117185.00
133,"12/18/2024, 11:05:32 AM",0x35,,00 44 00 10 00 00 00 00 10 00,"TC-25.4: Error Recovery - Start upload, will abort - Expect Success 0x75",0x35,75 20 10 00,Success,,,30980117410.00
134,"12/18/2024, 11:05:33 AM",0x10,0x01,,TC-25.5: Error Recovery - Session reset (simulates abort/timeout) - Resets state to IDLE,0x10,50 01 00 32 01 F4,Success,,,30980117626.00
135,"12/18/2024, 11:05:34 AM",0x10,0x02,,TC-25.6: Error Recovery - Re-enter PROGRAMMING session,0x10,50 02 00 32 01 F4,Success,,,30980117838.00
136,"12/18/2024, 11:05:35 AM",0x27,0x01,,TC-25.7: Error Recovery - Re-request seed (security reset),0x27,67 01 12 34 56 78,Success,,,30980117974.00
137,"12/18/2024, 11:05:36 AM",0x27,0x02,B7 6E A6 77,TC-25.8: Error Recovery - Re-send key,0x27,67 02,Success,,,30980118201.00
138,"12/18/2024, 11:05:37 AM",0x35,,00 44 00 10 00 00 00 00 10 00,TC-25.9: Error Recovery - Retry upload after recovery - Expect Success 0x75,0x35,75 20 10 00,Success,,,30980118410.00
139,"12/18/2024, 11:05:38 AM",0x37,,,TC-25.10: Error Recovery - Transfer Exit to complete,0x37,77,Success,,,30980118623.00
140,"12/18/2024, 11:05:39 AM",0x10,0x01,,[SETUP] Reset to Default for TC-26,0x10,50 01 00 32 01 F4,Success,,,30980118839.00
141,"12/18/2024, 11:05:40 AM",0x10,0x02,,TC-26.1: Switch to PROGRAMMING session,0x10,50 02 00 32 01 F4,Success,,,30980118987.00
142,"12/18/2024, 11:05:41 AM",0x27,0x01,,TC-26.2: Request seed,0x27,67 01 12 34 56 78,Success,,,30980119166.00
143,"12/18/2024, 11:05:42 AM",0x27,0x02,B7 6E A6 77,TC-26.3: Send key,0x27,67 02,Success,,,30980119323.00
144,"12/18/2024, 11:05:43 AM",0x35,,00 44 00 10 00 00 00 00 10 00,TC-26.4: Keep-Alive - Start upload - Expect Success 0x75,0x35,75 20 10 00,Success,,,30980119551.00
145,"12/18/2024, 11:05:44 AM",0x3E,0x80,,TC-26.5: Keep-Alive - Tester Present (0x3E 0x80) to maintain session - Expect 0x7E,0x3E,,Success,,,30980119774.00
146,"12/18/2024, 11:05:45 AM",0x36,0x01,,TC-26.6: Keep-Alive - Transfer Data block 1 after keep-alive - Expect 0x76,0x36,7F 36 13,NRC,0x13,Incorrect Message Length,30980120006.00
147,"12/18/2024, 11:05:46 AM",0x37,,,TC-26.7: Keep-Alive - Transfer Exit,0x37,77,Success,,,30980120265.00
148,"12/18/2024, 11:05:47 AM",0x10,0x01,,[SETUP] Reset to Default for TC-27,0x10,50 01 00 32 01 F4,Success,,,30980120498.00
149,"12/18/2024, 11:05:48 AM",0x10,0x02,,TC-27.1: Switch to PROGRAMMING session,0x10,50 02 00 32 01 F4,Success,,,30980120782.00
150,"12/18/2024, 11:05:49 AM",0x27,0x01,,TC-27.2: Request seed,0x27,67 01 12 34 56 78,Success,,,30980120960.00
151,"12/18/2024, 11:05:50 AM",0x27,0x02,B7 6E A6 77,TC-27.3: Send key,0x27,67 02,Success,,,30980121115.00
152,"12/18/2024, 11:05:51 AM",0x35,,00 44 00 00 00 00 00 00 10 00,TC-27.4: Boundary Test - Start of Flash Code region (address=0x00000000) - Expect Success 0x75,0x35,7F 35 31,NRC,0x31,Request Out of Range,30980121342.00
153,"12/18/2024, 11:05:52 AM",0x37,,,TC-27.5: Transfer Exit,0x37,7F 37 24,NRC,0x24,Request Sequence Error,30980121569.00
154,"12/18/2024, 11:05:53 AM",0x10,0x01,,[SETUP] Reset to Default for TC-28,0x10,50 01 00 32 01 F4,Success,,,30980121803.00
155,"12/18/2024, 11:05:54 AM",0x10,0x02,,TC-28.1: Switch to PROGRAMMING session,0x10,50 02 00 32 01 F4,Success,,,30980121967.00
156,"12/18/2024, 11:05:55 AM",0x27,0x01,,TC-28.2: Request seed,0x27,67 01 12 34 56 78,Success,,,30980122204.00
157,"12/18/2024, 11:05:56 AM",0x27,0x02,B7 6E A6 77,TC-28.3: Send key,0x27,67 02,Success,,,30980122451.00
